text,sentiment
"masyaallah bagus payung nya . untuk pertama kali gunain tokopedia langsung beli ditoko ini tidak mengecewakan pokok , barang ?",1
barang bagus maksih barangnya,1
"barang sesuai dan berfungsi dengan baik , pengiriman juga sangat cepat . saya puas",1
"barang bagus sesuai diskripsi , fast respon . tks",1
"barang yang dikirimkan tidak sesuai dengan orderan saya , ditanya pihak maxim ada balasan sama sekali hanya dibaca saja . dari tokopedia pun sudah dikomplain malah transaksinya selesai dan dananya diteruska ke lalu kurang bagaimana ? bilang dichat pintar jawabannya komplain kalo penjual merespon bobrok sistemnya",0
lama kalo buat ngecas cuma lumayan lah dari pada ga ada,0
"konfirmasi barang sudah saya terima dalam keadaan baik termasuk box nya semuanya rapi , mulai dari proses tanya jawab transaksi transfer dan pengirimanya dilakukan dengan cepat respon recommended seller jangan lupa dikasih rating ya",1
"setelah 3 hari jam nya rusak . terkadang dia jalan , mati sendiri tolong bantuannya agar tsb di tukar krn tidak sesuai dengan harapan saya",1
"barang tidak masalah , namun yang saya sesalkan adalah seller kurang informatif . stock harusnya diinfolak dahulu bukan langsung dikirim ini malah tanpa pemberitahuan jadi haru smencari lagi kekurangan barangnya bad service",0
"seumur suka sm brodo , tp dikecewakan ketika beli sptu ini . jahitan tdk rapi bahkan lepas seperti second bau sepatunya aja yg baru iya tau kok produk wh sale perhatikan lg kelayakan gabisa retur ya ? baiklah",0
gk di makan sama skali,0
gepuknya kok pahit ?,0
hanya dikirim tutupnya saja,0
"berfungsi dengan baik , normal",1
barang sudah sampai and packing rapih,1
sepertinya kurang cocok di kucing saya . pemakaian sudah masuk 3 minggu belum ada perkembangan,0
"barang sudah sampai hari ini . , mantap barangnya makasih gan",1
barang sesuai dengan yang dipesan dan pengiriman sangat cepat sekali . mantapp,1
exp nya sama dengan yg 2hr lalu pesan . gpp deh penting sampai dgn selamat,1
barang kurang lengkap tidak ada handsfreenya,0
kualitas sesuai deskripsi . ok lah,1
"harganya terlalu mahal untuk kualitas setipis itu , tapi gpp deh semoga nanti lebih murah",0
"terima kasih atas pelayanan nya , sangat memuaskan .",1
"produk mantap , sesuai gambar tembakan juga kuat semoga awet tq",1
mantap sesuai dgn kemauan,1
bagus . lentur semoga sesuai performa nya toko juga cepat pelayanan,1
pesanan sudah diterima dengan baik dan sesuai deskripsi . terima kasih banyak ya semoga makin sukses aamiin,1
"sudah sampai sesuai pesanan , original deskripsi thank u",1
sandalnya licin . anak kepleset ketika jalan pakai sandal ini bawahnya sekali,0
proses kirim cepat seller komunikatif recommended,1
celananya kekecilan sayang amet,0
barangnya udah sampai dan sesuai dengan yg dipesan . mantap,1
kualitas barang kurang bagus,0
alatnya eror,0
"bagus , sesuai harapan .",1
"barangnya bagus , cuma jne kirimnya harus kembali 3 kali karena kemalaman",1
barang smpai dng selamat lagi . mantap,1
pengiriman super duper lama not recommended .,0
ngirim barang kurang teliti,0
keren lah buat jagoan ku . thanks,1
"fast response , packaging bagus sayang mungkin saya tidak beruntung dapat mata girdernya yang kurang baru 2 kali giling langsung ngeloss plastik bagian kuat aus",0
pengiriman sangat lambat,0
terlalu kecil . rantai pendek,0
dari dulu sukaa . best in town,1
pesan nyampai tujuan tgl lama banget bro padahal pakai jne yes,0
baru pake sekali per nya lepas terus ampas,0
"barang ok , pengiriman lamaa konfirmasi aja butuh 2 hari packing ga banget pake buble",1
sesuai iklan bangus . respon penjual cepat,1
"produk standar , tp berguna bgt makasih gan",1
barang dah smpe makasih next order lagi .,1
koper penyok . dari awal sdh pengen nambah soalnya pengiriman luar jabodetabek smoga jd evaluasi seller,0
"udah gk perlu ditanya lagi klw sama produk ini , murmer tp kualitas ok punya",1
gara jeketi aku ke sini,1
"barang rusak 1 , penjual juga ga respon",0
retak . padahal sudah pakai asuransi sangat kecewa,0
"very good , paket sampai . packing rapi thanks",1
tapi ga dapat bonusnya huhu,0
"terimakasih barangnya sudahsampai dan sangat bagus , berguna baget sihh ini pengiriman juga cepat",1
saya pikir bahannya bagus . tp ya sudahlah wong harganya juga ga mahal klu kawan punya selera yg lebih sy sarankan utk berfikir kembali mengambil produk ini krn memang pas pasan maklum ada harga kualitas,0
produk bagus berkualitas sesuai deskripsi . terima kasih,1
thanks gan barang nya udah sampe . semoga awet,1
bagus ini produk sesuai gambar respon juga cepat,1
sesuai and love it so muchos,1
stock kosong . tidak bisa beri ulasan,0
pelayanan cepat kualitas mantap .,1
terimakasih pesanan udah smp sesuai warna .,1
pebgiriman cepat tp barang hancur semua,1
"rasanya asin banget sama ga kering . masih ada minyak jd tenggorokan seret dikira awal mau beli bakal , bau strong amisnya kerasa sorry",0
"produk oke , kemasan",1
murah meriah dan efektif,1
"gak sesuai ekspektasi , ternyata di ol shop lain harga jauh banget lebih murah",0
terima kasih . udah sampe fast respon,1
packingnya ga rapi ada yg ketutup jadinya kena hujan sekitar 8 buku rusak,0
mic tdk berfungsi dgn baik rusak gak bunyi,0
jujur kecewa karena yg di kirim bukam choco brown tapi malah sunny gold,0
"barang udh smpe gan , pekingnya rapi brg berkualitas makasih",1
"pengirimannya sih cepat , tapi barangnya bruntusan gitu . teman saya juga beli drum pad bahan karet dari malang alus kok ini yg malah begitu ekspetasi tadinya bagus dapatnya jelekkan tdk sesuai foto di pajang oleh penjual",0
barang sudah diterima trimakasih,1
"saya beli nano spray di , barang tidak bagus kembalikan ke toko minta tukar oleh ditukar dengan yang sama ternyata barangnya jeleknya lagi merk mixio karena lihat gambar ada lebih murah sudah sampaikan apabila mau menambah uang dikirim kesaya bukan tau itu type apa kecewa sisa juga dikembalikan menjawab chating kalau hanya sepatah kata memberikan penjelasan baik bagainana nasib pembelian padahal mengirim sesuai permintaan maka akan",0
terimakasih barang sudah sampai gan . sesuai pesanan,1
kualitas tidak sesuai harga,0
respon ok . barang toko makasih ya mantab,1
"seller lumayan responsif , kualitas brg sesuai harga so lah . dicek di browser ps nya kebaca mb tp kalo udah dipake save game cuman 8 ga semua bisa ngebaca mc sayangnya yg top mau kaya god of war",0
"barang sdh sampai , belum dicoba same day baru dikirim bsknya . overall trx lancar",1
"tlong di beri rasa yg beda , kali order dpt nya itu aja",1
"layanan cepat , barang sesuai deskripsi",1
barang datang dengan kondisi baik .,1
"produk bagus , enak buat dipake nulis ?",1
"bisa digunakan dengan baik , bahan bukan murahan emang ini yang paling bagus deh kayanya",1
mantap . brg bagus verjln normal,1
mantap gan packing rapih barang recommend . respon cepat,1
warna tidak sesuai dgn permintaan,0
barang salah kirim ongkos bolak balik nya sama kyk harga spatu jadi terima aja deh,0
"kualitas brg ga ada masalah . tp ini kan karakter ya sedih , yg dimau krn strawberrynya kirimnya beda jadi harus cari lagi mungkin penting dibayar atau semoga saya salah tapi tidak menutup kemungkinan kedepannya lebih baik cek dan ricek order masuk sebagaimana dikirim agar berkah utk penjual maupun pembeli amin",0
mantap sudah sampai walaupun boxnya agak rusak tpi gpp,1
tidak dikrm eksp dan toko gak bertanggung jawab .,0
repeat order yang kedua,1
tombol hapus tidak berfungsi its freaking bad,0
respon dan pengiriman cepaat,1
paket sudah ane terima dengan selamat . makasie,1
pelayanan kurang respon sangat,0
"mantap deh , super cepat dan dh dicoba bagus dapat berfungsi dg baik . thanks ya",1
stock lama sudah terkelupas,0
"barang sudah diterima dalam kondisi baik . pengiriman lumayan cepat dengan packing yang bagus kelengkapan tidak sesuai deskripsi tertera , tanpa kotak atau kaleng jam dan kartu garansi apapun hanya berupa karton tebal dibungkus mika faktur penjualan entah nanti gimana kalo klaim garansinya worth it harga segitu tapi awet lah terima kasih",1
pesan model love yg dtang we jdi cat ktanya ready ga ada bilang,0
baterainya pertama dan gan sukses selalu .,0
gak bisa di pake kecewa jadi barang sampah deh,0
less responsibility when complaint,0
"barang sudah di terima . , bagus sekali",1
produknya mudah rusak dan kalo kena kuku yg tajam runcing langsung robek benangnya terurai . mau komplain udah terlanjur dibuka dipakai semua barang nya saya merasa dirugikan apalagi biasa beli bermerek walaupun mahal puas ini coba produk malah bikin habis uang harus lagi cd,0
barang bagus sesuai diskripsi .,1
respon dan pengirimannya cepat,1
bagus sesuai dengan harga,1
"pengirimannya seeh cpt , rasa kacang medenya juga top tp yg kurang kemasannya kacangnya ada hancur meski ga semuanya lain kali lbh diperhatikan aja ya nya uuenak bangeett jd terbayarkan .",1
"barang sesuai , packing aman cepat sampai .",1
ngeliat review nya yang bintang satu kebanyakan bilang semprotannya rusak ternyata bener saya kebagian juga mohon untuk pihak kahf sebelum produk di kirim dilakukan pengecekan terhadap terutama bagian cukup kecewa dengan produknya,0
recomended sesuai memuaskan sekali,1
"terima kasih gan , barang udah nyampe dan kondisinya bagus . tapi lama sekali nunggunya",0
"mhon maaf cuma bntang 2 soal ny saya kecewa , pas d buka pertama x . ada lecet nya di bagian atas tutup pen",0
mantap . sesuai dengan pesanan,1
terima kasih .,1
"converter usb to vga tidak terpakai , saya masih tetap barus bayar . semoga berkah ya thanks",0
makasih barang sudah saya terima .,0
"oke thanks gan , barang ok",1
makasih udah nemenin skripsi ane,1
barang sesuai dengan deskripsi terima kasih,1
ok barang sesuai deskripsi produk,1
"barang sampai sesuai pesanan , mantap .",1
enak banget . bikin ketagihan,1
good product . terimakasih seller dan tokopedia,1
"saya memesan dua deker kaki seperti yang dilihat difoto . merk remora pas bisa dipakai sedangkan satunya tidak dinaikkan karen terlalu kecil karena ternyata ukuran m relatif memang punya dan maka gunakan sebagai acuan , penjual seharusnya memberitahu bahwa untuk kedua barang sama perlu mberitahukan kepada pembeli pembelian decker ditukarkan sehingga sewaktu akan membeli ada pertimbangan tersebut jadi bukan sepenuhnya kesalahan kami kewajiban moral menjaga hubungan dengan customers",0
"keren mamah saya suka banget , makasih bata fast response amp delivery",1
top banget deh seller responsif dan helpful bonusnya banyak thanks a lot,1
"produk sesuai dengan deskripsi . packing rapi , bungkus buble wrap respon toko cukup cepat terima kasih",1
"bagus , berfungsi dengan baik",1
barang error 1,0
timbangan tidak sesuai . beda sampai 8 kg pas yimbng ulang,0
"seller ramah , sabar jawab semua pertanyaan barang sampai tepat waktu mesin sudah dicoba dpt bekerja dgn baik . semoga awet thanks",1
barang sudah sampai makasih gan,1
"seler aneh ditanya katanya uda berangkat tp tokped ga update , ternyata sepertinya memang gagal pick up bilang yang jujur kalo paket belum dipick malah bilangnya sudah",0
"sesuai dengan harga , lumayan lah lebih kencang dari speaker hp",1
alhamdulillaah . paket sdh datang terima kasih,1
"cakep barangnya , langsung bisa dipakai .",1
"katanya bisa ditempel ditembok , tapi tempelannya kotor banget udh dicuci jg tetep jadi gak melekat sama sekali . sangat disayangkan karna harga nya lumayan mahal utk yg kualitas seperti ini",0
"barang sesuai , pengiriman tepat waktu",1
"barang sesuai pesanan , respon penjual baik pengiriman cepat",1
kaya dikasi barang bekas pakai,0
"respon cepat dan tepat . barang serupa dengan gambar ke 2 4 , bukan 1 3 packing rapi tapi karena pengiriman kotak sedikit penyok lengkap berfungsi baik sebanding sama harganya ada harga kualitas jangan ekspektasi terlalu tinggi",1
produk ok . semua berfungsi dengan baik,1
saya sangat kecewa karna acc nya tidak lengkap,0
barangnya ga rapih . terutama jahitannya dan masih ada benang yg beraturan,0
barang datang dalam keadaan penyok,0
always puas beli di sini seler ramah dan fast respon kualitas barang ga usah ragukan lg biar bintang yg berbica,1
"saya baru pakai untuk menit tapi charger sudah panas banget , tolong dibantu ini diretur apa gimana ya ? waktu sebelum beli tanya juga katanya original",0
"barang cepat sampai , bolamnya awet dan terang banget tokonya baik kurir jangan ragu beli di toko ini .",1
"pengiriman sangat teramat lama sampai , mengecewakan",0
brg nya dh sampe trm ksh tpi blm d bgs dan semoga awet,1
overall sudahh baguss .,1
makasi . seller komunikatif,1
"respon seller sangat cepat , produk yang dikirim expire date nya masih lama untuk ukuran cokoten aman kondisi bagus tidak hancur . very recommended mendapatkan",1
barang sudah diterima . respon seller cepat thanks,1
ko ga membantu dalam masalah jerawat . malah nambah banyak,0
"pesanan sebelumnya barang diterima keadaan baik , tapi sekarang kemasan sudah robek dan bolong .",0
suka banget belanja sama handphonetiam . makasih,1
bagus . sangat sesuai harga pelayanan amp responnya juga baik rekomended seller,1
nggak fungsi . pisaunya ditusuk semua ke dalam tong tapi kepalanya tetap stay,0
respon cepat pengiriman . tp blum di coba mdh bagus,1
berfungsi dengan baik dan pelayanan nya okay .,1
"barang sdh diterima dgn baik , respon cepat . terima kasih",1
"thanks gan barang sudah sampai ,",1
"saya dikasih lcd rusak , di touch gak bisa layar awal oke tapi dua hari kemudian ada 3 garis horizontal tengah besok nya shadow akhirnya pake yg lama penjual banyak alasan sbg pembeli malah disalahkan pada pemasangan . jangan beli disini cukup aja jadi korban ?",0
"barangnya sih oke tp slow banget responnya , coba deh tingkatkan lagi ke depannya",0
"barangnya tidak sesuai harapan , payah",0
bagus banget kok . makasih loh,1
"banyak game yang rusak , beberapa tidak bisa di save . biarlah saya ngga akan protes apa harap seller lebih cek dan ricek barang sebelum kirim kalau sudah sampai tapi kaya rugi konsumen bukan lagi pembeli jauh dari luar kota seperti",0
barang sesuai . hanya saja proses dan pengiriman agak lama,1
barang ga sesuai . kecewa,0
foto utama produk tidak sesuia dengan wujud aslinya . tapi sesuai lainnya kualitas cukup baik,1
"steamer kualitas jelek , baru timer udah rusak . ga ada merek",0
cepat pwngirima . tp sayanng beli 6 buku ada 1 yang sebagian halamannya kepotong sehinggaa tsbut jd tidak bs dipakaii sy sudah keburu konfirmasi penerimaan tanpa melihat bukunya dl stlah dgn penjual alias japri jawaban kurang memuaskan,0
alhamdulillah barang bagusnya seperti yang di banget .,1
kualitas barang . pelayanan ok recommended,1
terima kasih banyak .,1
minta uk . 3 yg di kirim smoga muat brg tdk packing hanya pake plastik saja,1
nyobain yg aga tinggi . depan lbh kecil dr ukuran biasa tp enak ga pegel untung bs gojek dusnya cantik,1
good nice downlod drivernya d mana ya gan ? ane ga ada slot dvd drive soalnya,1
maaf tapi sy aga kecewa ga seperti yg sudah bli ko polos gada tulisan kuy movi jadi gayakin asli skali lg mohon ini ulasan jujur saya,0
barang bagus amp pengiriman cepat,1
selangnya robek . tasnya jg robel di sudut,0
tidak komunikatif . wrn yg di pilih ga ada sdh chat conform minta kirim aja usa malah asal,0
"agak kecewa karena ga sesuai ekspektasi gambar yg tangkainya begitu bening dan nampak kuat , cuma 3 bener ukuran skitar 3cm 4 lainya sambungan .",0
"salah beli barang , tp toko tidak ada kompromi sama sekali . padahal masih disegel kecewa deh",0
"selalu puas , sorry gk ada foto nya ya pesanan orang soal . thankss",1
"pesen lilin malah dikasih , mo dibalik jg angka 9 jd 6 ga ada sumbunya . kacau fatal bgt gak dicek dlu kirim ke customer",0
"sangat kecewa belanja disini , response instant courier di kirim besok nya sore pula aduh . official store tapi pelayanan kayak gini its not recomended deh",0
bagus . sesuai gambar semoga awet garansi tahun ya,1
"produk biasa aja , pengiriman lumayan lama klo bisa gojeknya tolong diaktifin . buat yg beli disini tidak recomend yah buru",1
gk panjang seperti yg di gambar,0
barang sesuai foto dan deskripsi . harga kompetitif produk berfungsi dengan baik paket rapih recommended,1
makasih ia barang nya cpet bgt di kirim .,1
barang sesuai pesanan kiriman tepat waktu,1
sudah sampai . barang ok terimakasih,1
"bukunya penyok diujung atas , kebuka dikit plastiknya pas nyampe",0
"worked well , barangnya bagus gan pengiriman dan respon cepat . recsel lah",1
"recomended seller , trima kasih smoga barang awet n jdi pelanggan tetap",1
baru pake 3minggu . dah rusak euyy,0
"celemekny dah hanya diberi kertas amplom coklat , pengiriman cepat",1
mantap dan barang sesuai pesanan,1
pengiriman dibungkus plastik bening doang,0
"bahannya bagus , terlihat kokoh dan keren tidak seperti kain yg kempes . pengiriman juga cepat recommended seller",1
"pengiriman super cepat , luar biasa .",1
sangat buruk menanggapi respon pembeli n katanya ada garansi tapi kerusakan malah tidak direspon ?,0
"brg sampe sesuai pesanan bonusnya , gan .",1
"minta black dikirim transparent kecewa banget gasuka warnanya , lain kali teliti dalam menanggapi costumer",0
recomended belanja barang disini .,1
"kecewa dengan pelayanan toko ini , dan nyesal denga paket lama datang dah itu tidak sampai di tempat tujuan . kalau boleh saya sarankan kepada pembeli lainnya jangan pesan lagi deh barang disini mereka bertanggung jawab",0
pengiriman cpt bgt,1
produk selamat sampai tujuan dan tidak ada kendala,1
lumayan dah buat koleksi anak,0
"barang telah kami terima dengan baik , sesuai kualitas yang ditawarkan",1
"produk sangat sesuai dengan gambar dan deskripsi , bahan berkualitas tebal awal dipakai agak sempit mungkin karna masih baru namun nyaman digunakan overall puass goodjob",1
barang bagus . pengiriman cepat respon penjual baik,1
bawangnya ga pernah enak . selalu mantap,1
"udh sampe , tinggal test .",1
sudah sampai . sesuai dengan pesanan terima kasih gan,1
barang sesuai dengan deskripsi . recommended seller,1
"respon tanggap , pengiriman super cepat packing rapih barangnya oke .",1
paraahh bgt box hipseat tdk sesuai dgn yg saya pesan . rusak banget padahal kemasan luar rapih itu berarti sdh dikirim tapi maksa ke cust bahan nya agak kasar ga lembut khawatir ini gak ori walopun lg promo tp tolong diberesin dong pengemasan masa salah gimana sih,0
beli bolpen dan refill . kok yg dikirim mainan anak bagaimana tanggung jawab toko nih,0
pembelian yg ini sy kecewa krn lampunya nggak nyala jg cetekan tdk buny,0
product sesuai orderan on time thx,1
seller tidak ramah,0
barang sesuai bagus,1
gan barang sdh dtrima dng cepat . thank ya,1
tidak bisa digunakan,0
"php , bilang isi ada diseskripsi pas dipesen berbeda mubajir . ternyata isinya ga cocok",0
mantabs . jeduukk,1
"tidak muat di pasang spion honda beat pop , gampang copot bukan anti copet",0
mangtab jam 3 langsung dikirim hari itu dah sampe tq bro,1
packing rapi banget . makasih ya,1
bagus dan produk mantap,1
"over price dgn kualitas barang yg tidak kokoh dan melorot . untuk seller ini saya review jujur ya jgn sembarangan bilang gak harga anda sama sesuai adalah sendiri membujuk via chat merubah dengan iming free gift , tolak krn itu membohongi diri berarti semua asli sebagian bujukan spy terlihat bagus kasusnya kecewa produk",0
"sampul , kayak barang reject",0
barang sudah datang .,1
kualitas bagus dan pengiriman cepat,1
packingnya mantep banget ga ancur padahal lady finger rawan,1
"pengiriman sesuai dgn pesanan , sdh dipasang dan berfungsi baik",1
sudah diterima pesanannya . tkyu,0
"barang sesuai deskripsi , kualitas harga . terimakasih",1
seller lama sekali kirim . order minggu buat rabu pagi sampe selasa g dikirim baru rabunya kamis udah kelar butuhnya request cancel bahkan sebelum barang tapi mau cancelin alasan gabisa dari audit sistem,0
"masih bisa diklem gak nih kualitas barang sangat buruk , lemnya nempel pada ngelupas jujur saya kecewa",0
sesuai pesanan ya gan barang sudah sampai,1
cepat smpai mantep sukses terus gan jangan kendor . ini baru layanan terbaik,1
"bukan dendeng daging sapi asli , semacam campuran",0
sdh diterima .,1
packaging oke . barang,1
produk diterima dengan baik . fast respon,1
"frame kacamata nya kurang bagus , tipis sptnya gampang patah ngakbseperti pada umumnya",0
"paket pesanan sudah diterima dengan baik gan , trims",1
"barang 1 , chat no resp",0
brg udah dateng . respon cepet kemasan rapih tp belum dicoba moga awet dah,1
"pengiriman sangat cepat , barnag bagus recomended seller",1
"saya kecewa , di tunggu tidak ada respon yg baik dari penjual nya",0
pesan 5 celana tidak sesuai dng yg dipesan . kecewa,0
jam tangan yang sangat bagus dan lebih baik kemudian digambarkan . tampilan mewah berkelas dengan harga terjangkau,1
sudah sampai tapi tutupnya pecah ?,0
"respon cepat , barang sesuai . tks",1
packing aman . cepat,1
perasaan ane dah bilang tolong kirim barang dengan kualitas terbaik deh . ini arah di pencet lepas gak balik tp yasudahlah _,0
packingnya jelek . barang sampai sudah rusak,0
"packingan cmn buble 1 lapis , bahkan jamnya masih kelihatan dari luar lain kali tolong diperhatikan packingannya",0
barang ok . butuh control yang oke juga dr pemainnya,1
kekecilan ga sesuai standart ukuran nya .,0
harga segini kurang worth tidak tebal . ada yang lebih murah detail dan bahan baik sorry,0
sesuai deskripsi . packingnya rapi thanks,1
"touchscreenya tidak fungsi , saran aja sebelum dikasih ke konsumen ada baiknya di tes terlebih dahulu",0
senang sekali . karena sekarang untuk produk ini packingnya tidak dilakban lakban lagi sudah dimasukkan plastik per 5 pack,1
"barang sudah d pakai , bagus gan",1
response dan pengiriman cepat . makasih,1
"saat diterima tutup wajan ad yg bermasalah dan di wajannya goresan . bermasalahnya bukan krn proses pengiriman tapi emang dari sononya cacat kecewa dengan respon penjual yang bilang goresannya g masalah padahal saya kan beli baru , anti gores malah terima bergores kualitas lgs ajukan komplain sdh lagi tidak cuma tetep mengecewakan jadi lama harus repot ngurus pengembalian barangnya kalau mw jual diskon jangan kasih kualitasnya bagus atau sampaikan aja produknya makanya dikasih resiko online semoga awet",0
tolong di cek dulu sebelum kirim . power yg satu keluar asap untung ganti kapasitor sendiri bisa,0
dipaksa beli . setelah checkout hati saja sama toko ini,0
sudah saya terima kasih,1
knuckles karetnya agak kurang nyaman terus pelayananya slow respon,0
plastik sdh terbuka saat barang datang tidak tersegel dan minta nya warna biru dpt hitam,0
jelek bgt nyesal jadi nya,0
sangat memuaskan . penjual ramah dan informatif pengiriman cepat rapi barang sesuai pesanan deskripsi di etalase,1
"respon cepet , kualitas bagus senang belanja di agan",1
barang sesuai pesanan dan deskripsi produk .,1
barang sudah diterima sesuai dengan yg diinginkan,1
gak nyaman dipakai .,0
beli staples gak jual isinya . hanya sekali pake,0
barang ud saya terima ya . tq bgt packingannya rapi,1
bentuknya sama tp sayang gak ada tulisan jbl . ya yg penting suaranya ok dan harga murah thank you gan,1
"barang udah diterima dengan baik , packing sayang harus molor pengirimannya . kedepan ditambah lagi jasa ekpedisinya gan",1
"satu minggu pesanan gagal pickup terus , penjual tidak ada reaksi sama sekali setelah komplain ke toped langsung dikirim pesan tgl mei sampai 7 juni ini tau siapa yg salah atau kurirnya merekalah isinya banyak kurang bahkan hampir setengah botol . mengecewakan padahal sudah orderan kesekian kali ampun dah ganti seller lain ? respon dengan jualannya",0
"barang yang dikirim tidak sesuai dengan gambar , warna nya pun kusam .",0
barangnya rusak kak harus diservis dulu .,0
"terima kasih , thank you danke gracias kittos syukron .",1
"paket sudah diterima utuh , terima kasih .",1
kwalitas baik . sdh di mudah pemakainx thanks,1
"barang yg di pesan tidak sesuai pesanan . 2 jenis datang cuman satu , rugi banyak",0
kirimnya ga sesuai pesen warna biru dikirim putih . kecewa _,0
sesuai deskripsi . packing rapi dan sgt recommend tks,1
barang sudah sampai dan berfungsi dengan baik .,1
bahan sepatu kaku kalau di pakai bikin kaki lecet,0
cepet bgt sampe cepat . trims,1
lama banget sampainya . ga terlalu rekomen untuk beli seminggu lebih,0
brg nya yg 1 bs di pake n 2 gk pakai .,0
